node,Fx,Fy,Fz,Mx,My,Mz
1,447.47701113591313,72.06153921715293,-17.083815118952245,-1.436018412742981,33.057715096115246,15.724578218781714
11,0.0,39.97320877389406,20.066856061249695,-1.4419283044673394,-13.840122714827206,-140.89974429168072
23,-447.4770111359119,50.85132494840825,-94.8227817191925,-1.4422001987974185,39.11632664446223,15.45190257765757
33,0.0,31.513927060558142,-132.16025922310027,-1.442718478563278,-82.61874110809268,-140.8257260652342
