node,Fx,Fy,Fz,Mx,My,Mz
1,-2.1316282072803006e-12,-3.8425560621895865,44.99999999999733,-0.00035884156935579395,-18.04436127988705,-0.03565977313454279
11,0.0,-3.842556062189317,44.99999999999706,-0.00035884156935908244,18.044361279886907,0.035659773134622534
23,2.1316282072803006e-12,3.842556062189416,44.99999999999892,0.0003588415693675557,-18.04436127988741,0.03565977313448251
33,0.0,3.842556062189402,44.99999999999638,0.0003588415693643328,18.044361279886907,-0.03565977313441948
