node,Fx,Fy,Fz,Mx,My,Mz
1,11.303052203988527,-2.6483726579311644,-16.247797910654416,0.00358672676093102,32.48238328522178,-3.774009052222112e-06
4,13.696947796008768,-3.855773015462266,-23.752202089345577,0.0,0.0,0.0
5,11.303052203988527,2.648372657931158,-16.24779791065441,-0.0035867267609310904,32.482383285221786,3.7740090521894474e-06
8,13.696947796008768,3.85577301546226,-23.752202089345577,0.0,0.0,0.0
