node,Fx,Fy,Fz,Mx,My,Mz
1,-125.27648761314092,0.8780173867927026,58.088534162078815,-2.913776500501892,-217.47314942803916,0.0004067655876487834
4,-114.72351238685908,-54.43903510776356,16.91146583792125,0.0,0.0,0.0
5,-125.27648761314092,-0.8780173867927026,58.088534162078645,2.913776500501892,-217.47314942803916,-0.00040676558764878636
8,-114.723512386859,54.43903510776358,16.91146583792126,0.0,0.0,0.0
