Structure,,,,,,,,Case 2,,,,,,,Difference,,,,,
element,type,node_i,node_j,length,axial_force,,,element,type,node_i,node_j,length,axial_force,,element,type,node_i,node_j,length,axial_force
124,3d_truss,32,11,30.26962174,-65.22375923,,,124,3d_truss,32,11,30.26962174,-67.73488394,,124,3d_truss,32,11,30.26962174,2.511124706
127,3d_truss,13,36,30.26962174,-0.221577781,,,127,3d_truss,13,36,30.26962174,32.32422664,,127,3d_truss,13,36,30.26962174,-32.54580442
128,3d_truss,35,14,30.26962174,34.18603498,,,128,3d_truss,35,14,30.26962174,46.72319624,,128,3d_truss,35,14,30.26962174,-12.53716126
129,3d_truss,14,37,30.26962174,-4.522821093,,,129,3d_truss,14,37,30.26962174,34.68097607,,129,3d_truss,14,37,30.26962174,-39.20379717
130,3d_truss,36,15,30.26962174,37.53299523,,,130,3d_truss,36,15,30.26962174,46.5162292,,130,3d_truss,36,15,30.26962174,-8.983233965
131,3d_truss,15,38,30.26962174,6.389275023,,,131,3d_truss,15,38,30.26962174,15.6864074,,131,3d_truss,15,38,30.26962174,-9.297132381
132,3d_truss,37,16,30.26962174,44.07184274,,,132,3d_truss,37,16,30.26962174,32.41853101,,132,3d_truss,37,16,30.26962174,11.65331173
133,3d_truss,16,39,30.26962174,12.92995977,,,133,3d_truss,16,39,30.26962174,63.86243255,,133,3d_truss,16,39,30.26962174,-50.93247278
134,3d_truss,38,17,30.26962174,37.20790027,,,134,3d_truss,38,17,30.26962174,62.19522394,,134,3d_truss,38,17,30.26962174,-24.98732367
135,3d_truss,17,40,30.26962174,22.06374752,,,135,3d_truss,17,40,30.26962174,33.54142334,,135,3d_truss,17,40,30.26962174,-11.47767582
136,3d_truss,39,18,30.26962174,28.07411252,,,136,3d_truss,39,18,30.26962174,7.415483784,,136,3d_truss,39,18,30.26962174,20.65862874
137,3d_truss,18,41,30.26962174,30.8450034,,,137,3d_truss,18,41,30.26962174,49.58858051,,137,3d_truss,18,41,30.26962174,-18.74357711
138,3d_truss,40,19,30.26962174,19.61611437,,,138,3d_truss,40,19,30.26962174,1.123288483,,138,3d_truss,40,19,30.26962174,18.49282589
139,3d_truss,19,42,30.26962174,28.25710163,,,139,3d_truss,19,42,30.26962174,45.5495385,,139,3d_truss,19,42,30.26962174,-17.29243687
140,3d_truss,41,20,30.26962174,4.7530725,,,140,3d_truss,41,20,30.26962174,-12.5101965,,140,3d_truss,41,20,30.26962174,17.263269
141,3d_truss,20,43,30.26962174,29.38093627,,,141,3d_truss,20,43,30.26962174,40.84884952,,141,3d_truss,20,43,30.26962174,-11.46791325
142,3d_truss,42,21,30.26962174,4.58352093,,,142,3d_truss,42,21,30.26962174,-6.851151275,,142,3d_truss,42,21,30.26962174,11.4346722
