node,Fx,Fy,Fz,Mx,My,Mz
1,524.3767762357126,228.00525328452446,12.824581572951292,-0.8662664578820299,21.836977981390305,27.38554634503719
11,0.0,197.198263842365,-9.697519038796258,-0.8996336556924865,-13.01487149009786,-86.39693469094685
23,-524.3767762357082,-99.99826384235114,-124.82458157295046,-0.8656317048402451,46.90747827173561,25.95243633563373
33,0.0,-130.80525328450983,-102.3024809611968,-0.8989989026507038,-55.729584763026764,-84.9638246815435
