node,ux,uy,uz,rx,ry,rz
1,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.000226218344721489,-0.034664351427614606,-0.007268901645384117,0.010010190179970124,-1.8425922176596337e-05,-0.0014355442894753347
3,0.002685012345971645,-0.07659103493905518,0.0011465300444044183,0.011312241402013994,7.305980155285705e-05,-0.0014723165724560181
4,0.007824282426103354,-0.11687956494656232,-0.009917790455076595,0.012022372711340813,-1.1152220079361281e-05,-0.0013002869162371301
5,0.014573413784716594,-0.1480497120222694,0.001562875818643887,0.012436157424538633,8.953965406558206e-05,-0.0008952437064188756
6,0.022180165859141888,-0.16607932291670338,-0.013479216455757064,0.012748706532901187,8.062063632161497e-05,-0.0003513048984236721
7,0.0304824142412498,-0.16805045276401062,-0.003039374004400001,0.012491589989388466,0.00013876842119959766,0.0002787588951465914
8,0.039515915776525024,-0.15225879863043318,-0.02076378547924934,0.012311795909115703,0.00010039487975439572,0.0009676020275186978
9,0.04845320756463113,-0.11793503046817536,-0.009414871757334591,0.011417725344899265,2.0943404727707815e-05,0.0015645083548513452
10,0.057416376337478155,-0.06624352363793475,-0.020688416825092253,0.010395766688002068,-0.00033531942145284923,0.0026080821858388507
11,0.06505541914630707,0.0,0.0,0.0,0.0,0.0
13,-0.0006182245864560377,-0.4624289772046415,-0.0031528513681074984,0.01029601246270317,-0.0003396948479407591,0.0006066187520108646
14,0.0043037275614989535,-0.44358166904330576,0.0048725581346445255,0.011343510674283979,0.00014926647127297508,0.0006341513451166204
15,0.009968834850437418,-0.4334594849209959,-0.006096457244569885,0.011796562573949324,-2.0865708232527455e-05,0.0003084651149137599
16,0.016744064705338863,-0.4293059836005958,0.005473812492560646,0.012087999849554177,9.603811146282003e-05,0.00010477071207283118
17,0.024102652243291705,-0.4292437820280438,-0.009792806150708067,0.012310789928769687,8.334383786271782e-05,-2.8190464922342473e-05
18,0.03167704066467519,-0.4314183628585474,0.0009031031814224857,0.01207704306560582,0.00012292056052666964,-0.0001264076701695425
19,0.039197914722668856,-0.43569370363375354,-0.0170250863643556,0.011965259637458706,0.00012981596182384323,-0.00022455943858775006
20,0.04560393671768224,-0.44266563827891453,-0.00561398892521598,0.011293868061581515,-0.00014526823495060668,-0.00042611630648567255
21,0.05152769113179488,-0.45455849089958206,-0.016689415937048962,0.01053837075207653,0.00032930447845625556,-0.00026585382336210905
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.01181003736880205,-0.0325112855586957,0.04265810796699082,0.010002855255931722,-0.0023842711426202133,-0.001381180592732436
25,0.020311140873070614,-0.07438336460585235,0.1091312019271048,0.011327897122797853,-0.00169196677197991,-0.0014810243722390994
26,0.023837948392858254,-0.11458082782824337,0.1374128215684814,0.012043059410782354,-0.00121532535579279,-0.0012957296978847166
27,0.025741305167128276,-0.1457219995759333,0.17458348668719875,0.012460270745465329,-0.0007158466614784049,-0.0008947614771621659
28,0.025873214299431128,-0.16372076937055569,0.17512058482777024,0.01277373966308059,-8.062063632158006e-05,-0.0003513048984236729
29,0.02530962712405138,-0.16572274031767456,0.17918573651024067,0.012515703310315155,0.00048753858621328704,0.00027827666588988424
30,0.02492861372165965,-0.1499600615121143,0.1482588165926508,0.012332482608557247,0.0011260826961177876,0.0009630448091662842
31,0.024657399533473127,-0.11572736013497256,0.11969260372884005,0.011433381065683135,0.001597963565699333,0.0015732161546344267
32,0.027106564955588015,-0.06409045776901585,0.05607762314669667,0.01038843176396369,0.0027380164862495704,0.002553718489095939
33,0.031051341170839845,0.0,0.0,0.0,0.0,0.0
35,-0.016306861400412008,-0.4600354240083551,0.04589734889319075,0.010287957415847615,-0.0021972128446843234,0.0005844095905511613
36,-0.0061095729392427155,-0.44187861692966357,0.1133483036348344,0.011360525669514444,-0.001704147491028503,0.0006211464733374247
37,0.003413360361901631,-0.43182385412482016,0.14089965292866652,0.011819026536564973,-0.0011894200067333071,0.0003079954707377426
38,0.013969063665891441,-0.427751321800293,0.1786060842535479,0.012114185261381666,-0.0007108552700975078,0.0001030257816742884
39,0.023950727915281696,-0.42768764060295994,0.17874059828560124,0.012337973514125453,-8.334383786268031e-05,-2.8190464922335534e-05
40,0.03371659128124118,-0.42986370105824473,0.183176793564684,0.012103228477433269,0.0004918965981080761,-0.00012466273977102403
41,0.043526650382138654,-0.4340580728375779,0.15182828204844892,0.011987723600074345,0.0010804697531420192,-0.00022408979441173097
42,0.05230866897720787,-0.4409625861652727,0.1238348506946911,0.011310883056811986,0.0017001492547061147,-0.00041311143470647787
43,0.06150415517221929,-0.4521649377032962,0.05943391346212992,0.010530315705220951,0.002207603214168775,-0.0002436446619024011
