node,Fx,Fy,Fz,Mx,My,Mz
1,-141.62626888552646,3.3706132694868804,44.48396503186811,-11.239833194027009,-272.13440911020956,-0.0001575536049041811
4,-98.37373111447354,22.406775587286862,30.516034968131887,0.0,0.0,0.0
5,-141.62626888552646,-3.3706132694868796,44.48396503186811,11.239833194027005,-272.13440911020956,0.00015755360490418222
8,-98.37373111447359,-22.40677558728687,30.516034968131862,0.0,0.0,0.0
