node,Fx,Fy,Fz,Mx,My,Mz
1,-49.999999999999716,0.0,227.77777777777797,0.0,0.0,0.0
2,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0
3,50.0,0.0,-250.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,-250.0,0.0,0.0,0.0
6,0.0,0.0,272.2222222222223,0.0,0.0,0.0
7,-49.999999999999716,0.0,227.77777777777797,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,50.0,0.0,-250.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,-250.0,0.0,0.0,0.0
12,0.0,0.0,272.22222222222234,0.0,0.0,0.0
